Customer ID,Date,Time In,Time Out,Duration (hours),PC Used,Game Played ,Amount Spent (INR)
CUST224,1/19/2024,14:39,19:58,5.316666666666666,PC4,Valorant,425.3333333333333
CUST039,2/2/2024,10:24,21:15,10.85,PC4,Elden Ring,868.0
CUST167,4/20/2024,11:51,15:40,3.8166666666666664,PC4,Apex Legends,305.3333333333333
CUST094,2/19/2024,14:55,22:13,7.3,PC2,CS2,584.0
CUST527,3/10/2024,12:53,19:51,6.966666666666667,PC5,CS2,557.3333333333334
CUST537,4/2/2024,12:17,19:49,7.533333333333333,PC3,Elden Ring,602.6666666666666
CUST639,3/8/2024,14:17,17:40,3.3833333333333333,PC2,Valorant,270.6666666666667
CUST687,4/6/2024,17:23,20:51,3.466666666666667,PC2,Call of Duty,277.33333333333337
CUST582,2/12/2024,10:52,22:37,11.75,PC5,Fortnite,940.0
CUST695,3/1/2024,16:43,18:58,2.25,PC5,Fortnite,180.0
CUST247,2/26/2024,15:02,17:54,2.8666666666666667,PC5,Fortnite,229.33333333333334
CUST265,5/19/2024,11:58,17:40,5.7,PC2,Dota 2,456.0
CUST268,4/11/2024,10:48,16:46,5.966666666666667,PC2,Rocket League,477.33333333333337
CUST143,5/8/2024,13:49,15:52,2.05,PC5,CS2,164.0
CUST486,3/11/2024,18:59,21:28,2.4833333333333334,PC2,League of Legends,198.66666666666669
CUST629,2/25/2024,15:55,20:30,4.583333333333333,PC1,Fortnite,366.66666666666663
CUST147,3/19/2024,12:00,19:37,7.616666666666667,PC4,Far Cry,609.3333333333334
CUST157,4/17/2024,15:32,22:38,7.1,PC2,Apex Legends,568.0
CUST646,3/18/2024,16:45,21:32,4.783333333333333,PC1,Fortnite,382.66666666666663
CUST421,1/28/2024,17:28,19:24,1.9333333333333333,PC3,Apex Legends,154.66666666666666
CUST654,4/17/2024,17:23,19:06,1.7166666666666668,PC1,Call of Duty,137.33333333333334
CUST666,4/22/2024,13:00,23:23,10.383333333333333,PC5,Rocket League,830.6666666666666
CUST284,2/3/2024,11:54,12:43,0.8166666666666667,PC4,Fortnite,65.33333333333333
CUST625,1/12/2024,14:12,15:53,1.6833333333333333,PC4,CS2,134.66666666666666
CUST612,4/14/2024,16:42,20:58,4.266666666666667,PC3,Valorant,341.3333333333333
CUST250,5/26/2024,13:47,18:33,4.766666666666667,PC4,CS2,381.3333333333333
CUST240,4/20/2024,18:17,22:12,3.9166666666666665,PC1,Minecraft,313.3333333333333
CUST040,2/8/2024,17:16,20:54,3.6333333333333333,PC2,Brawlhalla,290.6666666666667
CUST456,3/31/2024,13:00,17:35,4.583333333333333,PC5,Minecraft,366.66666666666663
CUST181,5/15/2024,16:00,19:24,3.4,PC4,Minecraft,272.0
CUST457,4/16/2024,17:59,21:14,3.25,PC5,League of Legends,260.0
CUST520,4/8/2024,13:07,19:03,5.933333333333334,PC1,Fortnite,474.6666666666667
CUST032,2/11/2024,16:10,20:54,4.733333333333333,PC2,Call of Duty,378.6666666666667
CUST139,5/18/2024,14:05,20:10,6.083333333333333,PC2,PUBG,486.66666666666663
CUST007,1/21/2024,15:46,23:40,7.9,PC3,CS2,632.0
CUST578,2/17/2024,14:13,17:42,3.4833333333333334,PC3,Dota 2,278.6666666666667
CUST490,1/7/2024,13:41,19:13,5.533333333333333,PC5,Rocket League,442.66666666666663
CUST352,1/2/2024,11:40,20:16,8.6,PC4,Dota 2,688.0
CUST459,4/22/2024,16:05,21:01,4.933333333333334,PC4,Apex Legends,394.6666666666667
CUST415,2/8/2024,12:24,16:12,3.8,PC4,Rocket League,304.0
CUST467,1/1/2024,15:42,16:51,1.15,PC1,Brawlhalla,92.0
CUST505,5/3/2024,15:03,16:30,1.45,PC5,League of Legends,116.0
CUST305,1/30/2024,13:05,19:59,6.9,PC5,PUBG,552.0
CUST007,4/14/2024,17:41,21:09,3.466666666666667,PC1,Brawlhalla,277.33333333333337
CUST232,2/21/2024,15:45,17:39,1.9,PC5,Apex Legends,152.0
CUST542,5/22/2024,10:29,13:34,3.0833333333333335,PC1,Elden Ring,246.66666666666669
CUST278,3/27/2024,18:16,21:47,3.5166666666666666,PC1,Rocket League,281.3333333333333
CUST626,1/19/2024,11:17,19:35,8.3,PC3,Brawlhalla,664.0
CUST416,2/13/2024,11:57,13:06,1.15,PC2,Brawlhalla,92.0
CUST582,5/3/2024,13:23,17:18,3.9166666666666665,PC3,Call of Duty,313.3333333333333
CUST156,3/15/2024,17:21,18:50,1.4833333333333334,PC1,Far Cry,118.66666666666667
CUST257,2/24/2024,12:16,21:09,8.883333333333333,PC4,League of Legends,710.6666666666666
CUST392,3/5/2024,16:42,21:08,4.433333333333334,PC2,Far Cry,354.6666666666667
CUST443,2/9/2024,16:55,18:52,1.95,PC2,Dota 2,156.0
CUST568,1/26/2024,15:10,18:27,3.283333333333333,PC3,Elden Ring,262.66666666666663
CUST584,1/12/2024,10:55,17:45,6.833333333333333,PC3,Call of Duty,546.6666666666666
CUST596,5/3/2024,12:48,18:38,5.833333333333333,PC4,Dota 2,466.66666666666663
CUST479,1/11/2024,11:14,19:16,8.033333333333333,PC5,Apex Legends,642.6666666666666
CUST607,5/17/2024,17:14,23:17,6.05,PC4,Far Cry,484.0
CUST609,3/16/2024,15:25,17:50,2.4166666666666665,PC3,Minecraft,193.33333333333331
CUST279,4/9/2024,17:55,22:07,4.2,PC1,Rocket League,336.0
CUST218,2/10/2024,18:01,19:19,1.3,PC1,League of Legends,104.0
CUST493,4/9/2024,17:36,23:09,5.55,PC2,Apex Legends,444.0
CUST301,2/8/2024,15:45,17:12,1.45,PC4,PUBG,116.0
CUST413,2/20/2024,11:43,23:24,11.683333333333334,PC2,PUBG,934.6666666666667
CUST099,1/4/2024,18:05,19:01,0.9333333333333333,PC3,Call of Duty,74.66666666666667
CUST296,3/1/2024,18:20,19:36,1.2666666666666666,PC5,Brawlhalla,101.33333333333333
CUST034,1/28/2024,15:39,16:25,0.7666666666666667,PC1,Minecraft,61.333333333333336
CUST411,3/19/2024,15:45,23:10,7.416666666666667,PC1,Dota 2,593.3333333333334
CUST302,1/18/2024,10:44,23:27,12.716666666666667,PC3,Rocket League,1017.3333333333334
CUST261,1/17/2024,14:38,16:16,1.6333333333333333,PC1,League of Legends,130.66666666666666
CUST207,4/12/2024,14:41,17:12,2.5166666666666666,PC2,Brawlhalla,201.33333333333331
CUST272,3/9/2024,15:42,22:19,6.616666666666667,PC3,Elden Ring,529.3333333333334
CUST650,3/12/2024,18:27,20:58,2.5166666666666666,PC1,Apex Legends,201.33333333333331
CUST559,4/14/2024,11:28,14:32,3.066666666666667,PC4,Brawlhalla,245.33333333333334
CUST542,5/28/2024,11:11,19:10,7.983333333333333,PC2,Fortnite,638.6666666666666
CUST485,3/7/2024,11:13,15:25,4.2,PC2,Dota 2,336.0
CUST663,5/2/2024,10:30,19:44,9.233333333333333,PC2,CS2,738.6666666666666
CUST070,4/23/2024,18:09,22:04,3.9166666666666665,PC2,Call of Duty,313.3333333333333
CUST350,2/4/2024,11:01,15:13,4.2,PC4,Minecraft,336.0
CUST442,1/6/2024,15:21,17:41,2.3333333333333335,PC4,Brawlhalla,186.66666666666669
CUST250,3/19/2024,15:10,16:43,1.55,PC1,Minecraft,124.0
CUST537,2/15/2024,13:47,14:24,0.6166666666666667,PC3,Call of Duty,49.333333333333336
CUST524,5/8/2024,14:35,16:11,1.6,PC3,Far Cry,128.0
CUST335,2/1/2024,10:43,19:07,8.4,PC5,Brawlhalla,672.0
CUST134,3/19/2024,17:52,18:47,0.9166666666666666,PC5,CS2,73.33333333333333
CUST537,4/14/2024,17:47,22:13,4.433333333333334,PC2,PUBG,354.6666666666667
CUST145,5/16/2024,16:41,21:11,4.5,PC4,Rocket League,360.0
CUST061,1/15/2024,10:25,23:12,12.783333333333333,PC4,Fortnite,1022.6666666666666
CUST297,5/31/2024,14:40,19:29,4.816666666666666,PC3,PUBG,385.3333333333333
CUST291,3/23/2024,18:47,22:56,4.15,PC1,Call of Duty,332.0
CUST021,4/11/2024,10:34,21:13,10.65,PC5,Brawlhalla,852.0
CUST289,4/20/2024,17:25,19:03,1.6333333333333333,PC3,Rocket League,130.66666666666666
CUST005,4/3/2024,14:16,16:21,2.0833333333333335,PC4,PUBG,166.66666666666669
CUST001,4/21/2024,15:53,16:21,0.4666666666666667,PC2,League of Legends,37.333333333333336
CUST295,1/24/2024,11:56,17:12,5.266666666666667,PC1,CS2,421.3333333333333
CUST563,5/9/2024,17:30,20:28,2.966666666666667,PC5,Valorant,237.33333333333334
CUST183,2/21/2024,18:13,20:00,1.7833333333333332,PC4,Far Cry,142.66666666666666
CUST388,5/7/2024,14:51,23:08,8.283333333333333,PC3,Minecraft,662.6666666666666
CUST408,3/12/2024,15:20,21:28,6.133333333333334,PC1,Call of Duty,490.6666666666667
CUST419,2/16/2024,14:50,19:00,4.166666666666667,PC4,Rocket League,333.33333333333337
CUST366,3/7/2024,17:10,19:22,2.2,PC5,League of Legends,176.0
CUST124,2/6/2024,17:25,19:18,1.8833333333333333,PC1,Far Cry,150.66666666666666
CUST647,2/7/2024,12:34,15:13,2.65,PC3,Minecraft,212.0
CUST023,4/27/2024,12:16,13:27,1.1833333333333333,PC2,Rocket League,94.66666666666667
CUST391,5/15/2024,16:34,22:24,5.833333333333333,PC2,PUBG,466.66666666666663
CUST222,1/30/2024,15:58,23:03,7.083333333333333,PC1,Rocket League,566.6666666666666
CUST614,1/27/2024,15:06,21:09,6.05,PC2,Apex Legends,484.0
CUST190,5/15/2024,14:12,18:02,3.8333333333333335,PC4,Call of Duty,306.6666666666667
CUST610,1/20/2024,12:56,22:59,10.05,PC1,Minecraft,804.0
CUST283,2/11/2024,14:56,15:58,1.0333333333333334,PC5,League of Legends,82.66666666666667
CUST425,4/13/2024,13:13,19:22,6.15,PC2,Brawlhalla,492.0
CUST351,1/6/2024,14:32,21:32,7.0,PC3,Call of Duty,560.0
CUST534,3/6/2024,12:45,19:26,6.683333333333334,PC5,Fortnite,534.6666666666667
CUST074,2/4/2024,18:52,22:41,3.8166666666666664,PC2,Brawlhalla,305.3333333333333
CUST243,1/1/2024,17:21,21:06,3.75,PC4,Far Cry,300.0
CUST368,3/18/2024,16:43,23:15,6.533333333333333,PC2,PUBG,522.6666666666666
CUST474,1/15/2024,17:02,22:33,5.516666666666667,PC3,Call of Duty,441.3333333333333
CUST424,1/24/2024,13:49,17:10,3.35,PC3,League of Legends,268.0
CUST318,2/15/2024,10:59,21:36,10.616666666666667,PC5,Apex Legends,849.3333333333334
CUST586,2/15/2024,10:58,19:10,8.2,PC4,Brawlhalla,656.0
CUST042,1/6/2024,10:58,16:47,5.816666666666666,PC3,PUBG,465.3333333333333
CUST611,3/12/2024,12:59,16:23,3.4,PC5,Call of Duty,272.0
CUST524,2/21/2024,14:41,23:35,8.9,PC4,Valorant,712.0
CUST316,2/10/2024,12:57,21:09,8.2,PC1,PUBG,656.0
CUST160,2/27/2024,14:19,16:38,2.3166666666666664,PC4,Valorant,185.33333333333331
CUST693,1/22/2024,14:48,15:31,0.7166666666666667,PC1,Rocket League,57.333333333333336
CUST407,3/26/2024,15:44,22:47,7.05,PC1,Elden Ring,564.0
CUST284,5/22/2024,15:04,23:34,8.5,PC2,CS2,680.0
CUST527,1/2/2024,16:18,23:32,7.233333333333333,PC5,Brawlhalla,578.6666666666666
CUST497,4/11/2024,15:14,16:42,1.4666666666666668,PC2,CS2,117.33333333333334
CUST629,5/24/2024,10:09,13:46,3.6166666666666667,PC4,CS2,289.3333333333333
CUST529,2/22/2024,18:19,19:42,1.3833333333333333,PC4,Brawlhalla,110.66666666666666
CUST032,4/27/2024,12:24,22:29,10.083333333333334,PC2,Brawlhalla,806.6666666666667
CUST293,5/26/2024,12:22,16:04,3.7,PC1,Elden Ring,296.0
CUST343,1/11/2024,17:22,21:33,4.183333333333334,PC5,Valorant,334.6666666666667
CUST685,5/29/2024,13:23,19:06,5.716666666666667,PC4,PUBG,457.33333333333337
CUST137,4/17/2024,15:59,17:29,1.5,PC1,Dota 2,120.0
CUST142,4/2/2024,15:02,21:18,6.266666666666667,PC3,Brawlhalla,501.3333333333333
CUST480,2/24/2024,17:50,21:15,3.4166666666666665,PC4,Call of Duty,273.3333333333333
CUST589,4/29/2024,11:28,14:35,3.1166666666666667,PC5,Brawlhalla,249.33333333333334
CUST300,4/5/2024,16:07,19:19,3.2,PC2,League of Legends,256.0
CUST268,2/28/2024,14:52,18:53,4.016666666666667,PC1,Brawlhalla,321.3333333333333
CUST047,4/9/2024,15:21,16:52,1.5166666666666666,PC5,Brawlhalla,121.33333333333333
CUST188,2/16/2024,12:39,21:51,9.2,PC2,Rocket League,736.0
CUST585,5/12/2024,17:34,20:41,3.1166666666666667,PC3,Fortnite,249.33333333333334
CUST166,1/25/2024,18:00,22:09,4.15,PC5,Minecraft,332.0
CUST646,1/26/2024,15:16,23:41,8.416666666666666,PC4,PUBG,673.3333333333333
CUST523,5/20/2024,13:25,15:17,1.8666666666666667,PC2,Rocket League,149.33333333333334
CUST344,4/26/2024,18:39,21:31,2.8666666666666667,PC1,Dota 2,229.33333333333334
CUST481,5/13/2024,10:37,11:41,1.0666666666666667,PC3,Minecraft,85.33333333333333
CUST525,5/27/2024,11:42,21:11,9.483333333333333,PC3,Fortnite,758.6666666666666
CUST563,2/23/2024,15:21,22:02,6.683333333333334,PC3,League of Legends,534.6666666666667
CUST076,4/30/2024,18:06,19:24,1.3,PC3,Elden Ring,104.0
CUST436,1/13/2024,13:07,20:30,7.383333333333334,PC5,Valorant,590.6666666666667
CUST052,2/25/2024,13:55,15:58,2.05,PC3,Dota 2,164.0
CUST699,3/7/2024,12:02,16:41,4.65,PC1,Dota 2,372.0
CUST421,4/8/2024,10:05,23:06,13.016666666666667,PC5,Valorant,1041.3333333333335
CUST451,5/3/2024,16:56,20:53,3.95,PC3,League of Legends,316.0
CUST506,4/23/2024,16:58,19:14,2.2666666666666666,PC3,CS2,181.33333333333331
CUST252,4/2/2024,17:26,20:43,3.283333333333333,PC1,Far Cry,262.66666666666663
CUST650,2/17/2024,14:49,16:47,1.9666666666666668,PC4,Fortnite,157.33333333333334
CUST320,2/24/2024,18:23,22:50,4.45,PC1,Fortnite,356.0
CUST450,1/15/2024,15:00,23:47,8.783333333333333,PC3,Dota 2,702.6666666666666
CUST202,2/19/2024,17:28,23:05,5.616666666666667,PC1,Brawlhalla,449.33333333333337
CUST086,1/7/2024,15:17,21:34,6.283333333333333,PC5,Call of Duty,502.66666666666663
CUST583,2/9/2024,14:04,21:05,7.016666666666667,PC2,Minecraft,561.3333333333334
CUST101,1/24/2024,17:08,23:23,6.25,PC1,Far Cry,500.0
CUST032,3/23/2024,17:02,22:34,5.533333333333333,PC5,Brawlhalla,442.66666666666663
CUST550,5/24/2024,12:14,23:05,10.85,PC3,Brawlhalla,868.0
CUST610,4/12/2024,15:04,21:03,5.983333333333333,PC2,PUBG,478.6666666666667
CUST336,3/16/2024,10:05,23:40,13.583333333333334,PC1,Call of Duty,1086.6666666666667
CUST136,2/7/2024,16:45,19:48,3.05,PC3,Minecraft,244.0
CUST660,5/18/2024,13:41,23:11,9.5,PC1,PUBG,760.0
CUST117,1/3/2024,17:05,20:55,3.8333333333333335,PC1,CS2,306.6666666666667
CUST553,1/6/2024,14:13,15:53,1.6666666666666665,PC3,CS2,133.33333333333331
CUST436,3/16/2024,13:40,22:34,8.9,PC3,Elden Ring,712.0
CUST588,2/6/2024,11:48,20:58,9.166666666666666,PC3,Dota 2,733.3333333333333
CUST202,2/24/2024,11:43,16:24,4.683333333333334,PC4,Far Cry,374.6666666666667
CUST400,2/23/2024,11:40,12:17,0.6166666666666667,PC4,Fortnite,49.333333333333336
CUST329,2/18/2024,17:46,20:40,2.9,PC4,Fortnite,232.0
CUST171,5/12/2024,18:48,23:57,5.15,PC3,CS2,412.0
CUST321,4/18/2024,16:04,22:27,6.383333333333334,PC1,Fortnite,510.6666666666667
CUST442,5/11/2024,18:31,19:44,1.2166666666666668,PC5,Elden Ring,97.33333333333334
CUST390,3/5/2024,10:48,12:50,2.033333333333333,PC2,Valorant,162.66666666666666
CUST427,2/14/2024,14:15,18:37,4.366666666666666,PC5,Valorant,349.3333333333333
CUST095,2/25/2024,18:12,19:05,0.8833333333333333,PC3,Elden Ring,70.66666666666666
CUST087,5/22/2024,13:05,20:40,7.583333333333333,PC2,Rocket League,606.6666666666666
CUST271,4/16/2024,15:02,21:38,6.6,PC1,Call of Duty,528.0
CUST540,1/20/2024,17:13,20:57,3.7333333333333334,PC5,League of Legends,298.6666666666667
CUST219,5/27/2024,13:37,19:56,6.316666666666666,PC4,CS2,505.3333333333333
CUST504,4/21/2024,15:22,16:55,1.55,PC3,Far Cry,124.0
CUST153,4/8/2024,17:37,23:33,5.933333333333334,PC3,Fortnite,474.6666666666667
CUST142,4/1/2024,10:33,20:54,10.35,PC3,Elden Ring,828.0
CUST389,3/7/2024,18:41,23:55,5.233333333333333,PC3,League of Legends,418.6666666666667
CUST006,2/20/2024,12:22,14:16,1.9,PC3,Rocket League,152.0
CUST608,2/22/2024,14:35,18:45,4.166666666666667,PC4,CS2,333.33333333333337
CUST366,3/24/2024,16:36,21:33,4.95,PC2,Apex Legends,396.0
CUST591,3/20/2024,16:19,22:37,6.3,PC1,Minecraft,504.0
CUST469,1/20/2024,12:43,16:44,4.016666666666667,PC2,Call of Duty,321.3333333333333
CUST227,1/10/2024,17:05,20:09,3.066666666666667,PC1,League of Legends,245.33333333333334
CUST183,5/8/2024,12:19,20:43,8.4,PC5,Brawlhalla,672.0
CUST176,5/14/2024,14:55,22:47,7.866666666666667,PC3,Minecraft,629.3333333333334
CUST308,5/31/2024,17:38,22:44,5.1,PC1,Elden Ring,408.0
CUST638,5/18/2024,15:30,18:29,2.9833333333333334,PC2,Apex Legends,238.66666666666669
CUST683,1/11/2024,11:48,17:19,5.516666666666667,PC1,Minecraft,441.3333333333333
CUST546,4/28/2024,13:26,23:08,9.7,PC5,Far Cry,776.0
CUST214,3/7/2024,16:39,20:00,3.35,PC1,Valorant,268.0
CUST416,3/10/2024,16:05,18:13,2.1333333333333333,PC4,Apex Legends,170.66666666666666
CUST222,4/1/2024,16:41,20:30,3.8166666666666664,PC5,Rocket League,305.3333333333333
CUST008,3/8/2024,13:27,19:48,6.35,PC2,Rocket League,508.0
CUST386,1/17/2024,10:31,15:05,4.566666666666666,PC3,Dota 2,365.3333333333333
CUST214,3/15/2024,18:27,23:29,5.033333333333333,PC3,CS2,402.66666666666663
CUST428,5/31/2024,15:07,23:40,8.55,PC4,Minecraft,684.0
CUST321,4/16/2024,17:06,22:25,5.316666666666666,PC2,CS2,425.3333333333333
CUST259,2/13/2024,11:27,16:13,4.766666666666667,PC5,League of Legends,381.3333333333333
CUST286,3/11/2024,12:50,17:03,4.216666666666667,PC1,Apex Legends,337.33333333333337
CUST295,1/24/2024,15:58,20:33,4.583333333333333,PC1,CS2,366.66666666666663
CUST157,4/13/2024,12:00,19:15,7.25,PC4,Rocket League,580.0
CUST016,3/24/2024,17:34,21:12,3.6333333333333333,PC5,Dota 2,290.6666666666667
CUST687,3/11/2024,10:48,18:05,7.283333333333333,PC2,CS2,582.6666666666666
CUST442,5/24/2024,15:44,23:32,7.8,PC1,League of Legends,624.0
CUST382,1/2/2024,14:23,21:51,7.466666666666667,PC1,Far Cry,597.3333333333334
CUST530,2/8/2024,12:23,18:32,6.15,PC5,Brawlhalla,492.0
CUST351,5/1/2024,18:57,21:54,2.95,PC5,Elden Ring,236.0
CUST451,5/14/2024,12:11,19:39,7.466666666666667,PC2,Elden Ring,597.3333333333334
CUST082,5/3/2024,10:36,17:06,6.5,PC1,Call of Duty,520.0
CUST179,4/20/2024,10:21,23:16,12.916666666666666,PC5,Far Cry,1033.3333333333333
CUST544,5/8/2024,10:55,19:26,8.516666666666667,PC5,League of Legends,681.3333333333334
CUST658,1/5/2024,14:14,16:04,1.8333333333333335,PC4,Far Cry,146.66666666666669
CUST381,1/8/2024,17:37,23:29,5.866666666666667,PC4,Call of Duty,469.33333333333337
CUST160,4/21/2024,11:41,23:39,11.966666666666667,PC3,Minecraft,957.3333333333334
CUST319,4/6/2024,13:24,23:40,10.266666666666667,PC5,League of Legends,821.3333333333334
CUST677,5/3/2024,10:33,14:45,4.2,PC1,Far Cry,336.0
CUST337,1/9/2024,18:58,22:11,3.216666666666667,PC5,Elden Ring,257.33333333333337
CUST554,4/27/2024,10:36,21:21,10.75,PC4,League of Legends,860.0
CUST312,5/8/2024,10:57,11:55,0.9666666666666667,PC2,Far Cry,77.33333333333333
CUST447,3/11/2024,18:42,22:57,4.25,PC4,Elden Ring,340.0
CUST376,4/20/2024,16:58,19:44,2.7666666666666666,PC5,Call of Duty,221.33333333333331
CUST107,1/3/2024,14:41,21:44,7.05,PC4,PUBG,564.0
CUST396,4/23/2024,18:05,20:41,2.6,PC1,Dota 2,208.0
CUST639,2/7/2024,15:18,22:09,6.85,PC2,CS2,548.0
CUST404,3/18/2024,16:57,18:45,1.8,PC2,Elden Ring,144.0
CUST331,5/28/2024,14:29,22:34,8.083333333333334,PC4,PUBG,646.6666666666667
CUST286,3/17/2024,10:01,20:59,10.966666666666667,PC4,Elden Ring,877.3333333333334
CUST633,5/13/2024,11:40,19:48,8.133333333333333,PC2,Valorant,650.6666666666666
CUST557,1/5/2024,11:02,15:32,4.5,PC5,Elden Ring,360.0
CUST038,5/30/2024,16:45,17:54,1.15,PC5,Far Cry,92.0
CUST525,2/1/2024,13:33,22:53,9.333333333333334,PC3,Far Cry,746.6666666666667
CUST385,3/25/2024,13:58,19:22,5.4,PC4,Fortnite,432.0
CUST062,2/26/2024,12:51,21:46,8.916666666666666,PC5,Fortnite,713.3333333333333
CUST403,3/6/2024,15:48,19:04,3.2666666666666666,PC4,Minecraft,261.3333333333333
CUST623,4/4/2024,15:11,20:36,5.416666666666667,PC4,Valorant,433.33333333333337
CUST107,5/11/2024,11:11,23:51,12.666666666666666,PC3,Valorant,1013.3333333333333
CUST608,1/13/2024,13:31,19:28,5.95,PC1,League of Legends,476.0
CUST584,4/4/2024,16:32,18:35,2.05,PC2,Brawlhalla,164.0
CUST390,2/10/2024,14:50,16:55,2.0833333333333335,PC1,Minecraft,166.66666666666669
CUST564,1/28/2024,18:43,19:05,0.36666666666666664,PC5,Apex Legends,29.333333333333332
CUST578,4/4/2024,10:40,19:06,8.433333333333334,PC5,Dota 2,674.6666666666667
CUST067,2/12/2024,15:30,21:22,5.866666666666667,PC1,CS2,469.33333333333337
CUST334,4/1/2024,11:02,17:52,6.833333333333333,PC4,Fortnite,546.6666666666666
CUST346,3/4/2024,13:23,18:15,4.866666666666667,PC1,Elden Ring,389.33333333333337
CUST696,4/16/2024,10:56,22:29,11.55,PC4,Rocket League,924.0
CUST560,4/4/2024,18:19,19:57,1.6333333333333333,PC5,Brawlhalla,130.66666666666666
CUST332,1/14/2024,15:16,18:59,3.716666666666667,PC1,Far Cry,297.33333333333337
CUST217,1/12/2024,16:01,19:39,3.6333333333333333,PC3,CS2,290.6666666666667
CUST067,5/29/2024,15:44,21:37,5.883333333333333,PC5,CS2,470.66666666666663
CUST080,2/25/2024,15:25,20:42,5.283333333333333,PC1,Far Cry,422.66666666666663
CUST498,1/1/2024,13:53,21:01,7.133333333333334,PC1,Dota 2,570.6666666666667
CUST574,1/10/2024,15:07,22:48,7.683333333333334,PC5,PUBG,614.6666666666667
CUST465,2/29/2024,14:11,17:31,3.3333333333333335,PC1,Dota 2,266.6666666666667
CUST628,3/16/2024,10:50,17:20,6.5,PC2,Brawlhalla,520.0
CUST101,1/22/2024,12:32,17:58,5.433333333333334,PC5,Minecraft,434.6666666666667
CUST629,3/31/2024,15:18,21:11,5.883333333333333,PC1,Dota 2,470.66666666666663
CUST067,1/17/2024,14:23,15:48,1.4166666666666667,PC1,CS2,113.33333333333334
CUST140,3/5/2024,14:45,15:33,0.8,PC1,Call of Duty,64.0
CUST072,2/21/2024,16:44,18:36,1.8666666666666667,PC4,Valorant,149.33333333333334
CUST321,3/16/2024,12:16,19:11,6.916666666666667,PC5,Rocket League,553.3333333333334
CUST485,3/31/2024,16:15,23:32,7.283333333333333,PC5,Rocket League,582.6666666666666
CUST070,1/25/2024,17:21,23:47,6.433333333333334,PC3,League of Legends,514.6666666666667
CUST631,1/15/2024,13:38,22:17,8.65,PC2,Brawlhalla,692.0
CUST455,4/1/2024,14:20,23:12,8.866666666666667,PC5,Fortnite,709.3333333333334
CUST339,4/14/2024,13:45,17:44,3.9833333333333334,PC5,Fortnite,318.6666666666667
CUST665,3/1/2024,12:21,15:51,3.5,PC5,Call of Duty,280.0
CUST157,1/28/2024,15:20,20:34,5.233333333333333,PC3,PUBG,418.6666666666667
